actorIndex,actorName,actorSex
452631,邓紫棋,女
1152093,赵顺然,男
2151771,金光民,男
2153644,文静,女
2152647,叶子,女
2223,蔡俊涛,男
2397775,李哲,女
365262,于小慧,女
11407,任帅,男
385655,刘丹,女
2398209,杨青,女
392851,韩磊,男
2153003,李姗姗,女
2394707,胡越,
12574,张艾,女
120460,徐小凤,女
2394708,方宇,
2871,汪峰,男
2841667,Lupo Groining,男
18978,李蕴,女
1155057,朱颜曼滋,女
2397752,韩昊轩,男
12773,高子沣,男
1021563,李功常,男
1021561,马春瑞,女
365624,闫安,男
247364,凯蒂·萨瓦,女
3165,蒂尔·施威格,男
2883860,黄诚,
18983,张嘉倪,女
2402926,张怀武,男
1018990,陈大刚,男
1030329,刘若班,男
1030330,张树彬,男
2841594,郭皓,
357141,陈钰芸,女
740752,珠恩·威廉姆森,
403933,李依馨,女
10779,艾兰·霍金斯,男
392035,西蒙·殷,男
1030328,赵梦娇,女
23344,王文杰,男
363293,克瑞姆·柏辛,男
397968,凯瑟琳·希金斯,女
24271,扬·约瑟夫·利费斯,男
129632,米夏埃尔·赫尔比希,男
224171,法赫里·亚迪姆,男
243439,雅娜·帕拉斯克,女
148551,克劳迪亚·米歇尔森,女
117599,马提亚斯·施维赫夫,男
2267939,郭若寒,女
776714,更登彭措,男
2403337,曲尼次仁,女
13227,杰夫·贝尔,男
2403339,益西旦增,女
13745,斯蒂芬·格拉汉姆,男
2396882,许林,女
2886543,索朗旺姆,女
2403338,夏诺·扎西敦珠,男
1075820,托马斯·M·赖特,男
32760,恩佐·科伦蒂,男
27390,杰克·莱诺,男
392463,王佑硕,男
21641,杨昆,女
415180,田重,男
1154885,肖天,女
2395202,王浩男,王浩男
1338445,邱心志,男
2847031,龚轶,
2396883,王瑄,女
1041105,明俊臣,男
2396923,杨鑫,男
2398399,石林宽,
2398400,张秀青,
2398401,付钢,
2398402,郭旭,
2398403,毛毛,
20741,罗格·杰克逊,男
11847,陆川,男
5100,南希·苏利文,女
2396643,余玥,女
1157229,季肖冰,男
448993,潘时七,女
2803961,本杰明,男
1027372,张翔玲,女
1041327,张晨,男
1041328,郭燕芸,女
426495,米迦勒·埃普,男
262187,杰西卡·布恩,女
287760,菲利普·布罗迪,男
15940,赖雅妍,女
970502,谢语恩,女
2398398,石海玉,女
43540,杰克·诺斯沃迪,男
28427,周杰伦,男
18075,方子哥,男
390611,马哈姆·胡里,男
2397066,林奕菲,女
385288,陈一方,女
2397067,张恩熙,女
160471,陈志雄,男
197750,南宫珉,男
2397442,张源灵子,
2397444,王晓龙,男
2397068,袁海鸥,女
471688,郭震,男
2397065,刘洛汐,女
30485,张杨,男
2400217,Johnny Rose,
2801338,范晋嘉,男
5905,薛佳凝,女
1034692,王皓祯,男
1040725,杨苏,女
1017513,卓凡,男
1040727,任添琪,女
2398520,刘柏威,男
1011,潘长江,男
1027281,许玮甯,女
18073,杨大鹏,男
5583,裴淳华,女
29729,米娅·华希科沃斯卡,女
19037,朱一龙,男
804,王思懿,女
28434,纳豆,男
15981,林辰唏,女
121184,麦家琪,女
355751,章小军,男
2403288,房星彤,女
392984,杨能,男
128621,黑妹,女
398761,王晓曦,男
398765,郑雪,女
449867,祝涛,男
1041326,孔维一,男
1026364,郭君,
1026367,韩金蕾,
1026368,任林,
1026365,陈嘉铭,
1026363,储小鹏,
4038,劳米·拉佩斯,女
2398601,王思敏,女
1035054,胡子彤,男
208041,潘灿良,男
21785,孙力民,男
1035056,谈善言,女
380424,岑珈其,男
2398515,税洁,女
1018771,洛如菲,女
583,刘羽琦,女
1030331,马程,男
359554,黄远,男
1027767,汪小敏,女
2403674,郑文杰,
356698,韩志,男
2399550,夏沫侨,女
2402924,宋晓宇,男
2402927,徐炜,男
921109,葛平,男
2402925,李垚,女
2403673,奇凌,男
2403675,黄菀乔,
29469,安悦溪,女
2847989,黄莞乔,女
41302,李若彤,女
437332,李子峰,男
29601,摩里斯·切斯塔特,男
238764,罗茜·费尔纳,女
19188,伊娜,女
2230,罗伯特·德尼罗,男
2089,凯特·波茨沃斯,女
28388,吉娜·卡拉诺,女
200844,马克-保罗·戈塞拉,男
5531,D·B·斯威尼,男
374684,周昕妤,女
8515,丹尼·伯恩,男
19328,吕星辰,女
354395,辉灿,男
2373912,郭玉英,
1017967,刘汉兆,男
2828596,周靖潼,女
1012776,肖笑波,
2806745,丁莹莹,女
1033455,刘妍,女
39755,让-皮埃尔·巴克里,男
21620,蕾妮·齐薇格,女
370359,Johann Dionnet,
400447,姜涛,男
391321,皮奥·马麦,男
16001,帕特里克·德姆西,男
206410,詹姆斯·卡利斯,男
1018389,王缤,
354109,格什菲·法拉哈尼,女
2151777,孙筱燕,
848189,格雷瓜尔·鲁迪格,男
65088,西莉亚·伊姆瑞,女
977160,大卫·马赛,男
14474,奥黛丽·塔图,女
388620,卢瑶,女
1040557,苏子芜,
2806746,陈帅," class=""tag"">暖男"
2807217,粟军,
2808597,郑晓勇,男
2884335,李佳颖,女
389618,史依弘,女
2805444,王一鸣,男
2807331,冯满天,男
356506,王梓桐,女
2268293,梁霆炜,男
2403942,徐勇,
162454,Ben Wolfe,男
2403939,江兰萱,女
2406498,马卉,
2403940,俞晓晔,女
386605,王厦,男
37204,弗朗西斯·利范德,男
2183558,弗洛亨特·皮耶,男
282288,帕特里克·米勒,男
83093,米歇尔·布朗,男
24389,伊万·阿达勒,男
1034752,丁冠森,男
95527,阿兰·杜泰,男
8518,爱丽丝·波尔,女
1152649,吕绍聪,男
430960,张宇,男
355833,钟欣凌,女
159003,安·玛丽文,女
2151781,陈思,女
38354,刘亮佐,男
2374053,李虹辰,男
2153522,施潮锦子,女
400188,涂世旻,男
414078,贾妮,女
16370,任正斌,男
2398799,傅斌,男
2398800,傅莹莹,女
2399262,尼卡拉·拜合提牙尔,女
2399261,甫拉提·吐尔逊,男
2848209,伊不拉伊木·帕合尔丁,
464258,连静雯,女
2826523,贺宇杰,男
2826524,傅品晟,
2826526,马国尧,男
3389,杜淳,男
1012,赵宝刚,男
418,浅野忠信,男
386643,康晋荣,男
224074,苗可丽,女
2801506,于瑛楠,女
2373739,卜冠今,女
2826525,江志伦,
16372,胡杏儿,女
88933,屈中恒,男
1157929,蒋笃慧,女
475397,鲍比·斯莫德里奇,男
3555,林路迪,男
1902735,Raquel Arraes,
19135,冷中易,男
1035762,陈幼文,男
2828127,李沁恩,女
2826521,林佑俽,
1031171,王少雍,男
75959,安古斯·麦克菲登,男
2989,侯桐江,男
22664,李乃文,男
2208873,米咪,女
29468,咏梅,女
379627,梅芙·金琴丝,女
1896433,迪萨·恩杜纳,女
2848141,康斯坦丁·埃土恩,男
817,傅颖,女
2802602,李正彦琦,女
19011,陶为,男
2858854,梅树森,
127049,宫晓瑄,女
5684,泰特·多诺万,男
62465,希瑟·伯恩斯,女
2401483,张诚航,男
25782,格瑞辰·摩尔,女
1021742,安晨妤,女
366722,C·J·威尔逊,男
6451,王奕瑾,女
931422,钱柏渝,女
2399531,宇腾,
21334,朱旭,男
119172,蒋勤勤,女
20065,陈飞宇,男
1034211,虞嘉娜,女
1421,凯尔·钱德勒,男
90486,胡亚捷,男
429056,蔡尚甫,男
360727,卡拉·海沃德,女
3551,黄恺杰,男
361277,宋明,男
597579,孙启明,男
1036653,邓伟锋,男
29586,范逸臣,男
931420,卞庆华,男
1023351,陈喆,男
2153781,郭盛,男
1030699,刘强富,男
665,赵有亮,男
2153782,姚雷,男
30555,徐杰,女
7956,陆凯,男
356063,爱德华·阿什利,男
94562,蒋金,男
11859,李颖,女
2804542,李益坤,
2804548,彭浩锋,
2804544,刘丹阳,
2804545,刘小兵,
2804546,刘远锋,男
2826519,郭馨雅,
174388,陈百强,男
396332,张杨果而,女
174526,钟保罗,男
1150420,邝美宝,女
140169,黄恺欣,女
30050,唐菁,男
4657,阿兰·夏巴,男
28131,查理·汉纳姆,男
5958,罗伯特·帕丁森,男
154484,西耶娜·米勒,女
43814,伊恩·麦克迪阿梅德,男
19826,朱茵,女
412273,王玉宁,男
392814,李玉峰,男
58875,高强,男
416582,于月仙,女
2398414,储毅,男
2398170,哈雷,
568,王晓彤,女
15902,安娜·舒若希基娜,女
389238,沙尔托·科普雷,男
1344,肖恩·宾,男
4355,伊莎贝拉·弗尔曼,女
5161,迪·布拉雷·贝克尔,男
15894,伊万·阿赫洛贝斯金,男
7370,杰夫·贝内特,男
64039,Bill Chott,男
131936,松本梨香,女
192457,贝拉·索恩,女
29256,周渝民,男
66966,约翰·哈斯勒,男
1037164,文淇,女
172447,乔纳森·福布斯,男
28105,舒淇,女
24208,大卫·拜德拉,男
18027,奥莉薇娅·柯尔曼,女
1154114,蒂娜·德赛,女
94032,马克·莫拉根,男
2215146,赵威霖,男
28209,杜鹃,女
28607,黎明,男
16440,王耀庆,男
391904,黄尚禾,男
1154991,刘倬廷,男
357353,吉丽,女
282291,苍井空,女
413377,连奕名,男
28901,张涵予,男
367592,郑开元,男
2194291,吴昆达,男
2402762,孙阳,男
1781789,Kate Liquorish,
2023612,Bob Chappell,
358882,菲比·福克斯,女
1995,巴克德·阿巴蒂,男
359337,白举纲,男
27129,杨静,女
11061,戴夫·帕特尔,男
23701,亚伦·保尔,男
28870,海伦·米伦,女
16259,艾伦·瑞克曼,男
2023611,Alex Gallafent,
28593,陈坤,男
1103233,Dmitriy Dyuzhev,男
16957,张艾嘉,女
6701,郭德纲,男
29640,桂纶镁,女
2758,王景春,男
354074,欧阳娜娜,女
1034855,王元也,男
399867,斯蒂芬·马布里,男
1985904,Aleksandr Semyonov,
1890158,艾琳娜·拉尼娜,女
1034542,安东·庞布施尼,男
1042485,瓦谢斯拉夫·拉贝戈耶夫,男
19484,桑扎尔·马季耶夫,男
1985903,Nikolay Shestak,
2040275,Anna Kravtsova,
2040276,Yuliya Titarenko,
2399357,竺子,
2399354,小囧,
224207,杨心仪,女
1013866,塞巴斯蒂安·斯萨克,男
597677,胡玺龙,男
2399356,月月,
1028325,段游,
2399355,莫谦,
405385,刘一辰,男
1019240,幺依田,女
2399353,小鹿,女
38609,安迪·麦克道威尔,女
17894,吉欧夫·斯图兹,男
2403579,Konstantin Khabenskiy,
4537,泰勒·克奇,男
28230,詹姆斯·贝吉·戴尔,男
2399351,禹祥,男
27553,詹妮弗·康纳利,女
2097144,罗斯蒂斯拉夫·贝谢尔,男
1859433,皮埃尔·布雷尔,男
1993444,谢尔盖·切尔丹采夫,男
38602,小林薰,男
2399350,吕豆,女
2399352,绿绮,女
15144,王阳明,男
203593,阿伦·艾弗森,男
428436,弗瑞达·帕尔森,女
27867,丹尼拉·科兹洛夫斯基,男
6160,西格妮·韦弗,女
18469,菲丽希缇·琼斯,女
17371,本·摩尔,男
158242,乔金·奈特奎斯特,男
1811982,亚历山大·阿默,男
355132,刘易斯·麦克杜格尔,男
1324884,亚历山大·奥斯特犹科夫,男
189536,伊戈尔·别特连科,男
6468,杰拉丁·卓别林,女
29071,斯维特拉纳·库德钦科娃,女
3719,连姆·尼森,男
1147634,谢尔盖·希纳罗维,男
380279,乔·瓦伊塔尔,男
29231,康斯坦丁·哈宾斯基,男
1151605,税瀞熙,女
2409087,陈学文,男
1541496,麦子乐,男
1696892,朱跃希,女
28993,林依晨,女
11228,张国柱,男
996778,朱芷莹,女
29870,戴立忍,男
9434,方皓玟,女
780,冯淬帆,男
1017576,吴肇轩,男
20081,科林·费斯,男
387682,姜雯,女
28601,李治廷,男
380172,张艺兴,男
148124,索努·苏德,男
1038229,迪莎·帕塔尼,女
354149,母其弥雅,女
1020072,尚语贤,女
969731,艾米拉·达斯特,女
1157219,白恩,男
384830,上白石萌音,女
2398541,安妮克·阿斯克渥德,女
560,李艾,女
2402135,克罗维斯·弗昂,
18953,艾瑞克·艾伯纳尼,男
54549,史蒂文·西格尔,男
2837292,蔡明凯,男
13399,宗晓军,男
2833851,张军,男
396442,于佳,男
2394298,黄榛,男
2401514,邢硕,
2401512,诗梓佳,
1036184,张亦驰,男
2394627,马闻远,男
1152847,李小胖,男
475137,甘于晓雪,女
987510,于博宁,男
577549,尹大为,男
1152313,杨祖青,女
1214,翟小兴,男
128908,袁霞,女
24065,嘉央桑珠,男
29381,田牧宸,男
1023340,佟心竹,女
130122,冯家妹,女
78313,市原悦子,女
1002447,成田凌,男
1034821,孟令军,
714383,悠木碧,女
130055,孙茜,女
820,艾玛·罗伯茨,女
2804650,宋周玲,女
2830243,耶尔凡,男
127416,王璐,男
1035717,赫子铭,男
16131,小林成男,小林成男
2828175,西尔扎提,男
20758,王刚,男
1916685,Brian 'Sene' Marc,
4661,Alexa Kahn,女
19320,托德·哈伯空,男
28692,戴夫·弗兰科,男
27849,艾米丽·梅德,女
241525,迈尔斯·赫尔泽,男
476391,金可·格伦,女
33651,马克·约翰·杰弗瑞,男
2910,朱丽叶特·刘易斯,女
20000,阿德里安·布薛特,男
2396856,连姆·穆尔维,男
4073,尼可·斯彻金格,女
128658,曹扬,男
29485,林保怡,男
971,琳娜·海蒂,女
37282,戴维·甘特,男
29722,詹瑞文,男
504,谢元真,女
154306,瑞秋·豪斯,女
263292,龚洁,女
4071,杰梅奈·克莱门特,男
11400,王彤,女
402560,李心仪,
2836404,钟瑾桦,男
385284,王国栋,男
989491,陈立谦,男
2802428,巫恩仪,
2391723,李川,男
29650,倪慕斯,女
1419975,格里戈里·莱普斯,男
131720,阿尔缅·哲加尔哈尼扬,男
578354,宋词,女
958041,卢洋,女
1125617,米克哈尔·加拉斯蒂恩,男
354009,李铫,男
33711,约翰·德米塔,男
2403709,高冉雨,
1030799,石磊,男
2403706,袁泽宇,
2403707,芒来,
224101,洪晃,女
2403708,米粒,男
2402299,吴祉静,女
1158789,利晴天,男
5332,陈汉典,男
21557,尹光,男
1033596,傅雷,男
664,宋丹丹,女
399791,邵夷贝,女
1040205,郭君彦,男
9230,埃米尔·赫斯基,男
2396929,陈春生,男
130103,李芳淙,女
130216,真野惠里菜,女
29278,蒲巴甲,男
384992,坂口健太郎,男
130219,太田莉菜,女
2086,严屹宽,男
13066,堀内敬子,女
1027062,楼云飞,男
1025720,戴克·蒙哥马利,男
2197819,耿一正,男
975240,大石吾朗,男
2177717,辛星,男
16128,曹可凡,男
11894,龙星凉,男
38962,田边诚一,男
30209,费奥多尔·邦达尔丘克,男
2005693,马克西姆·契克哈里尤夫,男
19979,乌比·戈德堡,女
24308,罗嘉良,男
361311,王晨光,男
2396928,陈玺旭,男
465620,徐熙娣,女
405081,娜奥米·斯科特,女
391220,RJ·赛勒,男
1027003,贝姬·戈麦斯,女
32114,大卫·丹曼,男
28669,帕特里克·萨邦圭,男
403,余少群,男
2387,文森特·里奥特,男
401318,博隆,男
1836947,Naren Weiss,
7774,张韶涵,女
400859,miwa,女
399875,汪铎,男
1354850,Johanna Putnam,
1004802,刘旭洋,男
14399,尤宪超,男
17108,田雨,男
2151301,王子腾,男
911,刘佩琦,男
1023766,奥丽伊·卡瓦洛,女
2151302,孙艺铭,女
252051,丁川,男
14398,高晓攀,男
26601,乔·佩西,男
6256,王骁,男
27804,王丽坤,女
354108,杨一威,男
2397302,王超,男
376135,杰洛德·卡尔迈克,男
128913,利亚姆·加里根,男
28589,林更新,男
29181,姚晨,女
365735,林允,女
128317,巴特尔,男
730965,吉里什·库卡尼,男
1028162,伊莎贝拉·莫奈,女
2151873,王天辰,男
1986327,塞伊拉·沃西,女
2396858,王可如,女
1034010,李晓峰,女
2396859,隋源,女
287137,苏岩,女
1129527,沙克希·坦沃,女
1766047,法缇玛·萨那·纱卡,女
1986328,桑亚·玛荷塔,女
1856440,阿帕尔夏克提·库拉那,男
372081,维万·巴特那,男
373185,里特维克·萨霍里,男
474853,杨采钰,女
1035202,钟楚曦,女
1156739,盛一伦,男
910780,麦迪·齐格勒,女
2699,戴恩·德哈恩,男
396621,查理·帕尔默·罗斯韦尔,男
18060,尼古拉斯·琼斯,男
59548,布赖恩·佩蒂福,男
17287,艾丽·范宁,女
427627,卡莉·蕾·杰普森,女
243032,克里斯·J.约翰逊,男
13130,圣地亚哥·瑟甘拉,男
1027370,邱意浓,女
958,黄德斌,男
18990,刘兆铭,男
103015,斯蒂芬·迪兰,男
107749,雅尼·吉尔曼,男
1802464,Axel Mansilla,
19895,罗纳德·皮卡普,男
10,马修·莫迪恩,男
437167,克莱尔·霍尔特,女
2401321,亦风,男
182428,刘俊昊,男
365480,薛之谦,男
2398529,夏恩,女
12109,张伟欣,女
15636,任容萱,女
289322,黑木明纱,女
9444,张宁江,男
2398530,姜宗远,男
406372,孙莉,女
26857,朱宝意,女
593109,海伦·波斯瓦拉·乐卡克,女
26856,田丰,男
27921,罗斯·林奇,男
15960,苏菲·卡迪欧,女
2407768,迟明,女
2394506,黄星羱,男
9454,阮兆祥,男
26867,石燕子,男
16353,吴宇森,男
1033192,李楠,女
273370,玛丽欧·沃尔夫,女
2801207,何子君,男
267997,安吉拉·嘉鲁皮,女
1033242,刘楚恬,女
257579,凯特·米库奇,女
2396774,彭雨菲,女
2396775,张子琨,男
2396776,戎妍,女
2396777,庄承松,
2396778,刘青阳,男
401326,黎泰承,男
2403933,金子有希,
400869,石川由依,女
118275,丰永利行,男
172832,中川翔子,女
29771,迈克尔·塞拉,男
115954,玛丽亚·凯莉,女
266056,苏珊·本尼特,女
229015,野路美苗,女
396964,赵永洪,男
145487,邓一鸣,男
903,王肖兵,男
197,入野自由,男
203,潘惠美,女
3341,武井乔治,男
1714,田川洋行,男
982115,苗苗,女
904,李传缨,男
2215420,花希,男
4039,查理兹·塞隆,女
2401267,吴淳元,
1153167,成梓宁,女
8350,凯文·麦克纳利,男
2401482,王旭东,男
2401322,李微漪,女
649,苗海忠,男
1417,马修·麦康纳,男
993,常铖,男
1158521,潘延,女
719794,早见沙织,女
9929,卡雅·斯考达里奥,女
102929,布伦达·瓦卡罗,女
13106,张逸杰,男
1071633,胡安·卡洛斯·凡希多,男
16090,杰弗里·拉什,男
2401268,黄晨,
1016307,李砚,男
70,奥兰多·布鲁姆,男
27519,布兰顿·思怀兹,男
28420,约翰·奥提兹,男
5231,约翰·C·赖利,男
31634,科里·霍金斯,男
2055,托比·凯贝尔,男
2018,哈维尔·巴登,男
783,金晨,女
20162,向佐,男
919350,罗云熙,男
7463,布丽·拉尔森,女
28937,景甜,女
29548,塞缪尔·杰克逊,男
28869,约翰·古德曼,男
29286,本杰明·布拉特,男
79409,芮妮·维克托,女
1907,爱德华·詹姆斯·奥莫斯,男
64361,阿兰纳·乌巴奇,女
434126,杰米·卡米尔,男
23691,盖尔·加西亚·贝纳尔,男
179826,赫伯特·西古恩萨,男
18651,托妮·科莱特,女
6716,妮娜·杜波夫,女
285457,威廉·利维,男
365015,欧文·马肯,男
1980752,Vian Singleton,
14635,迪皮卡·帕度柯妮,女
2575,托尼·贾,男
29611,伊恩·格雷,男
127432,鲁比·罗丝,女
28463,金士杰,男
29192,赵丽颖,女
1040236,李荣浩,男
5200,肖恩·罗伯茨,男
5218,艾丽·拉特,女
279858,李准基,男
29466,董子健,男
2392779,熊黎,女
455391,张本煜,男
355313,高华阳,男
32459,达纳·盖尔,女
83440,崔·帕克,男
1021168,大张伟,男
1932065,内芙·沙雷尔,女
29287,米兰达·卡斯格拉夫,女
27706,托尼·雷沃罗利,男
969141,劳拉·哈里尔,女
2185375,雅各·巴塔伦,男
29285,克里斯汀·韦格,女
354095,白客,男
285453,赞达亚·科尔曼,女
276231,泰莎·汤普森,女
19969,迈克尔·基顿,男
14593,杰夫·高布伦,男
28132,伊德瑞斯·艾尔巴,男
28502,卡尔·厄本,男
4526,林永健,男
29374,马浴柯,男
28106,黄渤,男
8021,陈佩斯,男
10787,朱时茂,男
28222,小罗伯特·唐尼,男
17822,玛丽莎·托梅,女
28231,乔恩·费儒,男
11399,岳云鹏,男
28620,柳岩,女
1024601,阿米尔·米勒,女
28287,马克·鲁法洛,男
80,凯特·布兰切特,女
1356,阿莱克斯·潘诺维奇,男
1598,朱迪·格雷尔,女
425276,马克斯·洛伊德-琼斯,男
256621,莎拉·坎宁,女
3468,史蒂夫·茨恩,男
2657,理查德·E·格兰特,男
130208,雷·费舍尔,男
44132,艾瑞琪·拉·塞拉,男
128443,斯戴芬·莫昌特,男
8478,伊利斯·尼尔,女
69520,伊丽莎白·罗德里格斯,女
28691,伍迪·哈里森,男
1018808,加布里埃尔·查瓦里亚,男
28310,艾米·亚当斯,女
6715,埃兹拉·米勒,男
28110,杨迪,男
11,J·K·西蒙斯,男
5349,塞伦·希德,男
29513,倪妮,女
354021,欧豪,男
16956,郑爽,女
2211,俞飞鸿,女
2746,余文乐,男
1902608,达芙妮·基恩,女
2525,波伊德·霍布鲁克,男
29077,帕特里克·斯图尔特,男
7834,杰森·莫玛,男
28309,亨利·卡维尔,男
2827,庞·克莱门捷夫,女
922,西尔维斯特·史泰龙,男
29692,布莱德利·库珀,男
9569,哈维尔·博泰特,男
28501,佐伊·索尔达娜,女
7942,戴夫·巴蒂斯塔,男
27507,迈克尔·鲁克,男
27506,凯伦·吉兰,女
28312,罗素·克洛,男
5957,安娜贝拉·弗朗西斯·沃丽丝,女
12171,索菲亚·波多拉,女
4919,戴兰·史密斯,男
7467,杰克·M·约翰森,男
14067,考特尼·万斯,男
17419,查斯蒂·巴勒斯特罗斯,女
124740,露茜·戴维斯,女
29306,艾文·布莱纳,男
20927,埃伦娜·安纳亚,女
2958,康妮·尼尔森,女
13549,卢克·科比,男
1954986,布莱斯·盖瑟,男
28498,克里斯·派恩,男
3264,罗宾·怀特,女
3268,丹尼·休斯顿,男
1090,大卫·休里斯,男
1851588,K·J·阿帕,男
28576,姜皓文,男
158335,普奇·豪尔,男
1102848,朱丽叶·赖伦斯,女
2072294,Shina Shihoko Nagai,女
29304,斯坦利·图齐,男
110962,佩吉·利普顿,女
3349,胡然,女
5927,汤镇业,男
1838,丹·史蒂文斯,男
28384,卢克·伊万斯,男
29300,伊万·麦克格雷格,男
28083,刘德华,男
9540,丹尼斯·奎德,男
9876,郑则仕,男
3282,艾玛·汤普森,女
5501,刘浩龙,男
16651,喻亢,男
15,乔什·加德,男
29076,伊恩·麦克莱恩,男
249400,古古·姆巴塔-劳,女
1033170,斯蒂芬·霍根,男
16274,梁佩诗,女
385319,夏莉·墨菲,女
29491,吴刚,男
29863,弗兰克·格里罗,男
1374,淳于珊珊,男
1372,张翰,男
7944,卢靖姗,女
16723,丁海峰,男
15978,刘涛,女
28813,余男,余男
513,于谦,男
21597,皮尔斯·布鲁斯南,男
712178,高垣彩阳,女
2597,泽城美雪,女
33472,平田广明,男
1070,蒋梦婕,女
280109,安元洋贵,男
2129,陈欣健,男
2809286,程献栋,
714658,伊藤加奈惠,女
855760,竹达彩奈,女
18435,日高里菜,女
874882,松冈祯丞,男
27410,罗伯特·雷德福,男
154631,佐佐木藏之介,男
9450,黄子华,男
1021119,郭易峰,男
452013,户松遥,女
16359,范志博,女
16722,修庆,男
2807553,Shaune 尚 迪奥普,男
2268338,罗云琦,女
28199,黄小蕾,女
2844346,董文腾,男
2843873,罗云琦,女
1013544,金圣柱,男
1016144,关喆,男
28807,赵英俊,男
282276,小出惠介,男
74,米卡埃尔·佩斯布兰特,男
19941,王斑,男
431525,徐璐,女
2396252,古筝,女
29655,洪金宝,男
9978,阿斯特丽德·伯格斯-弗瑞斯贝,女
450911,浅沼晋太郎,男
2153140,刘泳希,女
11863,郑凯,男
15752,菅田将晖,男
29845,瑞恩·高斯林,男
1785,尹子维,男
375842,弦子,女
476319,符泷飞,男
2153142,韩忠羽,女
2394419,泰维,男
2153141,鲁照华,女
2153143,李诺,女
27996,松隆子,女
191771,黄志忠,男
26940,郭凯敏,男
4247,安德鲁·加菲尔德,男
1017983,高寒,男
26498,王霙,男
33889,艾瑞克·巴纳,男
2803307,虞同伟,
1034824,赵鑫,
1034754,杨波,男
379237,西尔维娅·侯克斯,女
27850,麦肯兹·戴维斯,女
849330,卡拉·朱里,女
2398797,乐思宏,男
2403839,甄琪,女
2810411,王馨瑶,女
86643,杰罗姆·弗林,男
29301,埃莉诺·汤姆林森,女
22824,西尔莎·罗南,女
4449,海伦·麦克洛瑞,女
1299,哈里森·福特,男
414149,安娜·德·阿玛斯,女
3467,杰瑞德·莱托,男
1017574,苏丽珊,女
1035250,灰熊,男
2818549,赵天宇,男
269769,张亚东,男
2403599,罗伯特·古拉奇克,男
757,郑希怡,女
3286,瑞切尔·格里菲斯,女
907,孙维民,男
1016669,雷琛瑜,女
89029,卢巧音,女
5493,郑诗君,男
762,陆永,男
79,雨果·维文,男
9464,文斯·沃恩,男
17986,费拉斯·迪拉尼,男
1401,徐箭,男
3670,董勇,男
26896,太保,男
130132,王大治,男
19185,陶灏景,男
2803306,武洋,
20738,克里斯托弗·L·帕森,男
1714658,帕皮·福克纳,男
2151965,李兰陵,男
2402519,叶知秋,女
475009,吉泽亮,男
991851,桥本环奈,女
13057,冈田将生,男
38563,柳乐优弥,男
1018260,幽舞越山,女
189237,堂本刚,男
16371,于晓光,男
2800417,刘玥心,女
354023,吴亦凡,男
13313,劳拉·哈德克,女
16000,乔什·杜哈明,男
12340,桑地亚哥·卡布瑞拉,男
827259,安东尼·冈萨雷斯,男
1902,马克·沃尔伯格,男
3525,黄轩,男
414,安东尼·霍普金斯,男
411,汤姆·希德勒斯顿,男
29094,约翰尼·德普,男
21277,Aamir Hussain Khan,男
28381,范·迪塞尔,男
394797,黄怀晨,男
364270,李玖哲,男
2401975,涂百峰,男
471564,柯达,男
2401976,翁妮妮,女
6463,汤姆·赫兰德,男
28983,王宝强,男
28103,卢正雨,男
29284,史蒂夫·卡瑞尔,男
18068,黄龄,女
5195,米拉·乔沃维奇,女
28208,邓超,男
16985,蔡国庆,男
1037140,杨培,男
28512,克里斯·海姆斯沃斯,男
104,安迪·瑟金斯,男
29066,休·杰克曼,男
2401594,江措旺堆,
2401595,仁青旺佳,
20923,徐刚,男
2401592,姆曲,
2401593,扎西措姆,
